Global climate model output (irradiance and temperature shared by all dwellings),,,,,,,,"ARMA Model Output, parameter: aTemperatureYearlyArray",,,,,,,
11:51:00,0.13,1072.3845262877921,136.86520237128872,0,,,,,,,,,,,
11:52:00,0.12,1072.4442994619078,126.37776286566132,0,,,,,,,,,,,
11:53:00,0.12,1072.500155752539,126.41576975622701,0,,,,,,,,,,,
11:54:00,0.12,1072.552099307563,126.45112975742128,0,,,,,,,,,,,
11:55:00,0.12,1072.6001339824754,126.48384212923432,0,,,,,,,,,,,
11:56:00,0.13,1072.6442633410768,137.05673170270796,0,,,,,,,,,,,
11:57:00,0.14,1072.6844906561,147.63154151896924,0,,,,,,,,,,,
11:58:00,0.14,1072.720818909791,147.66043471688155,0,,,,,,,,,,,
11:59:00,0.15,1072.7532507944354,158.23525307948393,0,,,,,,,,,,,
12:00:00,0.16,1072.7817887128344,168.8102233726551,0,,,,,,,,,,,
12:01:00,0.16,1072.8064347787288,168.8326422542343,0,,,,,,,,,,,
12:02:00,0.13,1072.8271908171728,137.19186497834073,0,,,,,,,,,,,
12:03:00,0.13,1072.844058364856,137.20433560964327,0,,,,,,,,,,,
12:04:00,0.14,1072.857038670374,147.76885142342115,0,,,,,,,,,,,
12:05:00,0.16,1072.8661326944496,168.88696411379456,0,,,,,,,,,,,
12:06:00,0.15,1072.871341110101,158.33597319522917,0,,,,,,,,,,,
12:07:00,0.14,1072.872664302762,147.78129548458506,0,,,,,,,,,,,
12:08:00,0.15,1072.8701023703484,158.3349161621144,0,,,,,,,,,,,
12:09:00,0.18,1072.8636551232764,189.99529777507607,0,,,,,,,,,,,
12:10:00,0.17,1072.8533220844288,179.43001148751247,0,,,,,,,,,,,
12:11:00,0.16,1072.8391024890711,168.86236482437232,0,,,,,,,,,,,
12:12:00,0.18,1072.820995284716,189.95162522504802,0,,,,,,,,,,,
12:13:00,0.17,1072.798999130938,179.3774954469871,0,,,,,,,,,,,
12:14:00,0.17,1072.773112399138,179.35247794066817,0,,,,,,,,,,,
12:15:00,0.18,1072.7433331722536,189.8721584061885,0,,,,,,,,,,,
12:16:00,0.16,1072.7096592444234,168.74463784577452,0,,,,,,,,,,,
12:17:00,0.21,1072.6720881205956,221.4325189222683,0,,,,,,,,,,,
12:18:00,0.21,1072.6306170160876,221.38306432734916,0,,,,,,,,,,,
12:19:00,0.21,1072.585242856094,221.32897442261458,0,,,,,,,,,,,
12:20:00,0.23,1072.5359622751441,242.3436075151484,0,,,,,,,,,,,
12:21:00,0.22,1072.482771616504,231.74055489427207,0,,,,,,,,,,,
12:22:00,0.22,1072.4256669315312,231.66932868443786,0,,,,,,,,,,,
12:23:00,0.22,1072.364643978975,231.5932517887986,0,,,,,,,,,,,
12:24:00,0.21,1072.2996982242234,220.98903826342925,0,,,,,,,,,,,
12:25:00,0.23,1072.230824838501,241.94594115745085,0,,,,,,,,,,,
12:26:00,0.24,1072.1580186980084,252.36647282138702,0,,,,,,,,,,,
12:27:00,0.24,1072.0812743830159,252.26233169623143,0,,,,,,,,,,,
12:28:00,0.24,1072.000586176896,252.1529087086935,0,,,,,,,,,,,
12:29:00,0.24,1071.9159480651078,252.0382061503711,0,,,,,,,,,,,
12:30:00,0.26,1071.8273537341252,272.9114119590278,0,,,,,,,,,,,
12:31:00,0.26,1071.7347965703098,272.77571971220385,0,,,,,,,,,,,
12:32:00,0.26,1071.6382696587311,272.6343160985794,0,,,,,,,,,,,
12:33:00,0.25,1071.53776578193,262.0069270009935,0,,,,,,,,,,,
12:34:00,0.25,1071.4332774186262,261.85998725240086,0,,,,,,,,,,,
12:35:00,0.26,1071.3247967423722,272.1758672859428,0,,,,,,,,,,,
12:36:00,0.22,1071.212315620148,230.16370302908516,0,,,,,,,,,,,
12:37:00,0.23,1071.095825610899,240.4753813426386,0,,,,,,,,,,,
12:38:00,0.26,1070.97531796402,271.6661300382759,0,,,,,,,,,,,
12:39:00,0.27,1070.850783617776,281.9265610220947,0,,,,,,,,,,,
12:40:00,0.26,1070.7222131976691,271.29785873836784,0,,,,,,,,,,,
12:41:00,0.27,1070.589597014743,281.5323236553102,0,,,,,,,,,,,
12:42:00,0.28,1070.4529250638316,291.745855733785,0,,,,,,,,,,,
12:43:00,0.27,1070.3121870217428,281.1145077822657,0,,,,,,,,,,,
12:44:00,0.28,1070.1673722453859,291.3003528204841,0,,,,,,,,,,,
12:45:00,0.28,1070.018469769835,291.06845028068705,0,,,,,,,,,,,
12:46:00,0.27,1069.8654683063319,280.44365156013487,0,,,,,,,,,,,
12:47:00,0.27,1069.5471216288415,279.9670472635297,0,,,,,,,,,,,
12:48:00,0.27,1069.3817521993103,279.719949907325,0,,,,,,,,,,,
12:49:00,0.25,1069.2122353462964,258.7657370034125,0,,,,,,,,,,,
12:50:00,0.87,1069.0385581296896,899.6708368660976,0,,,,,,,,,,,
12:51:00,0.86,1068.8607072722168,888.4868302010377,0,,,,,,,,,,,
12:52:00,0.35,1068.6786691569912,361.24284054401386,0,,,,,,,,,,,
12:53:00,0.38,1068.4924298249903,391.81760952875527,0,,,,,,,,,,,
12:54:00,0.65,1068.3019749724683,669.5350709945324,0,,,,,,,,,,,
12:55:00,0.69,1068.1072899482956,710.0012869244135,0,,,,,,,,,,,
12:56:00,0.7,1067.9083597512292,719.5294720896304,0,,,,,,,,,,,
12:57:00,0.66,1067.7051690271114,677.6811351850785,0,,,,,,,,,,,
12:58:00,0.67,1067.4977020659953,687.1911645205719,0,,,,,,,,,,,
12:59:00,0.41,1067.2859427991957,420.0473931360574,0,,,,,,,,,,,
13:00:00,0.43,1067.069874796268,440.03266122820236,0,,,,,,,,,,,
13:01:00,0.4,1066.8494812619083,408.8545117670755,0,,,,,,,,,,,
13:02:00,0.39,1066.6247450327785,398.15856190608315,0,,,,,,,,,,,
13:03:00,0.4,1066.395648574253,407.8724504962648,0,,,,,,,,,,,
13:04:00,0.41,1066.1621739770858,417.55282146933894,0,,,,,,,,,,,
13:05:00,0.4,1065.924302953997,406.8562338900807,0,,,,,,,,,,,
13:06:00,0.39,1065.6820168361799,396.176960457581,0,,,,,,,,,,,
13:07:00,0.38,1065.4352965697212,385.5156504382697,0,,,,,,,,,,,
13:08:00,0.41,1065.1841227119423,415.39975780746363,0,,,,,,,,,,,
13:09:00,0.44,1064.9284754276505,445.19384925593897,0,,,,,,,,,,,
13:10:00,0.47,1064.6683344853063,474.89602951045725,0,,,,,,,,,,,
13:11:00,0.46,1064.4036792531017,464.1440544371206,0,,,,,,,,,,,
13:12:00,0.56,1064.1344886949478,564.2444765832311,0,,,,,,,,,,,
13:13:00,0.56,1063.8607413663738,563.4322062782974,0,,,,,,,,,,,
13:14:00,0.54,1063.5824154103314,542.514994207527,0,,,,,,,,,,,
13:15:00,0.49,1063.2994885529058,491.55076394274363,0,,,,,,,,,,,
13:16:00,0.48,1063.0119380989304,480.7926021738622,0,,,,,,,,,,,
13:17:00,0.47,1062.7197409275063,470.0548580605139,0,,,,,,,,,,,
13:18:00,0.47,1062.4228734874193,469.3237880681216,0,,,,,,,,,,,
13:19:00,0.59,1062.1213117924597,588.2210811892716,0,,,,,,,,,,,
13:20:00,0.5,1061.815031416637,497.6938246380017,0,,,,,,,,,,,
13:21:00,0.47,1061.504007489293,467.07170395910265,0,,,,,,,,,,,
13:22:00,0.5,1061.1882146901048,496.065359324425,0,,,,,,,,,,,
13:23:00,0.51,1060.8676272439845,505.1402566332702,0,,,,,,,,,,,
13:24:00,0.54,1060.542218915866,533.9469977689572,0,,,,,,,,,,,
13:25:00,0.58,1060.2119630053799,572.5120201849616,0,,,,,,,,,,,
13:26:00,0.6,1059.8768323414154,591.2207926823567,0,,,,,,,,,,,
13:27:00,0.61,1059.5367992765664,600.0116567667369,0,,,,,,,,,,,
13:28:00,0.62,1059.1918356814579,608.7549138331303,0,,,,,,,,,,,
13:29:00,0.7,1058.8419129389526,686.0555223941599,0,,,,,,,,,,,
13:30:00,1,1058.4870019382358,978.2753653215603,0,,,,,,,,,,,
13:31:00,1,1058.1270730687734,976.4509456686661,0,,,,,,,,,,,
13:32:00,1,1057.7620962141436,974.6060977830602,0,,,,,,,,,,,
13:33:00,1,1057.392040745739,972.7408611616355,0,,,,,,,,,,,
13:34:00,1,1057.016875516335,970.8552757625072,0,,,,,,,,,,,
13:35:00,1,1056.6365688535248,968.9493820051537,0,,,,,,,,,,,
13:36:00,0.61,1056.2510885530148,589.8841646700455,0,,,,,,,,,,,
13:37:00,0.51,1055.8604018717826,492.18918503472094,0,,,,,,,,,,,
13:38:00,0.48,1055.4644755210884,462.292925617061,0,,,,,,,,,,,
13:39:00,0.6,1055.0632756593434,576.6741287637034,0,,,,,,,,,,,
13:40:00,0.58,1054.6567678848276,556.287706208405,0,,,,,,,,,,,
13:41:00,0.55,1054.2449172282554,526.3994260806277,0,,,,,,,,,,,
13:42:00,0.45,1053.8276881451895,429.7693427417579,0,,,,,,,,,,,
13:43:00,0.6,1053.405044508292,571.785680260287,0,,,,,,,,,,,
13:44:00,0.61,1052.9769495994162,580.042509521171,0,,,,,,,,,,,
13:45:00,0.65,1052.5433661015363,616.7087596961063,0,,,,,,,,,,,
13:46:00,0.85,1051.6595810266404,802.8334559495576,0,,,,,,,,,,,
13:47:00,0.85,1051.2093017461405,800.9923440524747,0,,,,,,,,,,,
13:48:00,0.8,1050.7533784523157,752.1265809970914,0,,,,,,,,,,,
13:49:00,0.77,1050.2917707066401,722.2237112411453,0,,,,,,,,,,,
13:50:00,0.77,1049.824437419616,720.5104972416877,0,,,,,,,,,,,
13:51:00,0.62,1049.3513368414483,578.7597171785304,0,,,,,,,,,,,
13:52:00,0.68,1048.8724265525236,633.2291984116192,0,,,,,,,,,,,
13:53:00,0.72,1048.3876634536914,668.8338851509011,0,,,,,,,,,,,
13:54:00,0.73,1047.8970037563415,676.4421564360996,0,,,,,,,,,,,
13:55:00,0.69,1047.400402972275,637.7745056967015,0,,,,,,,,,,,
13:56:00,0.64,1046.8978159033622,590.0603921075291,0,,,,,,,,,,,
13:57:00,0.82,1046.3891966309843,754.079049250986,0,,,,,,,,,,,
13:58:00,0.84,1045.8744985052535,770.4720503154033,0,,,,,,,,,,,
13:59:00,0.65,1045.353674134008,594.6391871851444,0,,,,,,,,,,,
14:00:00,0.73,1044.8266753715743,666.0602573296753,0,,,,,,,,,,,
14:01:00,0.49,1044.293453307293,445.8872905261717,0,,,,,,,,,,,
14:02:00,0.52,1043.7539582538038,471.90926892669245,0,,,,,,,,,,,
14:03:00,0.55,1043.2081397350826,497.77345915758633,0,,,,,,,,,,,
14:04:00,0.59,1042.6559464742265,532.5036746822182,0,,,,,,,,,,,
14:05:00,0.57,1042.0973263809792,513.0203627674848,0,,,,,,,,,,,
14:06:00,0.85,1041.5322265389927,762.8784657443085,0,,,,,,,,,,,
14:07:00,0.84,1040.9605931928177,751.7611219022014,0,,,,,,,,,,,
14:08:00,0.76,1040.3823717346197,678.2123705230499,0,,,,,,,,,,,
14:09:00,1,1039.797506690608,889.7970786329889,0,,,,,,,,,,,
14:10:00,0.89,1039.2059417071798,789.5999148163676,0,,,,,,,,,,,
14:11:00,0.98,1038.6076195367625,866.874941123482,0,,,,,,,,,,,
14:12:00,0.98,1038.0024820233584,864.2847258279999,0,,,,,,,,,,,
14:13:00,1,1037.3904700877747,879.261743709458,0,,,,,,,,,,,
14:14:00,0.72,1036.7715237125376,631.1390312753831,0,,,,,,,,,,,
14:15:00,0.79,1036.1455819264813,690.3683456095682,0,,,,,,,,,,,
14:16:00,0.8,1035.5125827890029,696.9342284341565,0,,,,,,,,,,,
14:17:00,0.81,1034.8724633739778,703.4311024135702,0,,,,,,,,,,,
14:18:00,0.8,1034.2251597533252,692.544852450486,0,,,,,,,,,,,
14:19:00,0.81,1033.5706069802168,698.9576382502265,0,,,,,,,,,,,
14:20:00,0.93,1032.9087390719187,799.9137563645974,0,,,,,,,,,,,
14:21:00,0.64,1032.2394889922587,548.6822979964061,0,,,,,,,,,,,
14:22:00,0.67,1031.5627886337106,572.5096690786584,0,,,,,,,,,,,
14:23:00,0.58,1030.878568799084,493.95713952444856,0,,,,,,,,,,,
14:24:00,0.8,1030.1867591828106,679.0325969046586,0,,,,,,,,,,,
14:25:00,0.69,1029.4872883518208,583.6804010058573,0,,,,,,,,,,,
14:26:00,0.59,1028.7800837259924,497.38117526821395,0,,,,,,,,,,,
14:27:00,0.61,1028.0650715581712,512.4651242801275,0,,,,,,,,,,,
14:28:00,0.59,1027.342176913742,493.9345188644881,0,,,,,,,,,,,
14:29:00,0.55,1026.611323649749,458.82659689162494,0,,,,,,,,,,,
14:30:00,0.64,1025.8724343935462,532.0101790655475,0,,,,,,,,,,,
14:31:00,0.63,1025.125430520971,521.8191745332447,0,,,,,,,,,,,
14:32:00,0.68,1024.370232134027,561.1943044918711,0,,,,,,,,,,,
14:33:00,0.65,1023.606758038063,534.4754915336007,0,,,,,,,,,,,
14:34:00,0.66,1022.8349257184385,540.6965574813022,0,,,,,,,,,,,
14:35:00,0.57,1022.0546513166569,465.22686101351195,0,,,,,,,,,,,
14:36:00,0.59,1021.2658496059599,479.74130653465267,0,,,,,,,,,,,
14:37:00,0.62,1020.4684339663643,502.2232054354872,0,,,,,,,,,,,
14:38:00,0.67,1019.6623163591263,540.6479610850016,0,,,,,,,,,,,
14:39:00,1,1018.847407300624,803.8204118651825,0,,,,,,,,,,,
14:40:00,1,1018.0236158356364,800.6869698341799,0,,,,,,,,,,,
14:41:00,1,1017.1908495100074,797.5370019536491,0,,,,,,,,,,,
14:42:00,1,1016.3490143426775,794.3705814489141,0,,,,,,,,,,,
14:43:00,1,1015.4980147970666,791.1877820774338,0,,,,,,,,,,,
14:44:00,1,1014.63775375179,787.9886781316121,0,,,,,,,,,,,
14:45:00,1,1012.889050572177,781.5418563787995,0,,,,,,,,,,,
14:46:00,1,1012.0004059978198,778.2942898579527,0,,,,,,,,,,,
14:47:00,1,1011.1020949802376,775.0307213413508,0,,,,,,,,,,,
14:48:00,1,1010.194012010201,771.7512278416363,0,,,,,,,,,,,
14:49:00,1,1009.2760498029663,768.4558869253167,0,,,,,,,,,,,
14:50:00,1,1008.3480992638057,765.1447767162923,0,,,,,,,,,,,
14:51:00,1,1007.410049452715,761.8179758994964,0,,,,,,,,,,,
14:52:00,1,1006.4617875482774,758.4755637246569,0,,,,,,,,,,,
14:53:00,1,1005.5031988106567,755.1176200101786,0,,,,,,,,,,,
14:54:00,1,1004.534166543702,751.7442251471558,0,,,,,,,,,,,
14:55:00,1,1003.5545720561312,748.3554601035099,0,,,,,,,,,,,
14:56:00,1,1002.5642946217778,744.951406428268,0,,,,,,,,,,,
14:57:00,1,1001.5632114388662,741.532146255977,0,,,,,,,,,,,
14:58:00,1,1000.5511975882935,738.0977623112603,0,,,,,,,,,,,
14:59:00,1,999.5281259908885,734.6483379135271,0,,,,,,,,,,,
15:00:00,1,998.4938673636203,731.1839569818292,0,,,,,,,,,,,
15:01:00,1,997.448290174725,727.704704039879,0,,,,,,,,,,,
15:02:00,1,996.3912605977222,724.2106642212301,0,,,,,,,,,,,
15:03:00,1,995.3226424642883,720.7019232746247,0,,,,,,,,,,,
15:04:00,1,994.2422972159555,717.1785675695158,0,,,,,,,,,,,
15:05:00,0.76,993.1500838546011,542.3669199173426,0,,,,,,,,,,,
15:06:00,0.76,992.0458588916952,539.6671539796487,0,,,,,,,,,,,
15:07:00,0.58,990.9294762962679,409.7825773170311,0,,,,,,,,,,,
15:08:00,0.52,989.800787441563,365.5291882332624,0,,,,,,,,,,,
15:09:00,0.52,988.6596410503358,363.65973008613963,0,,,,,,,,,,,
15:10:00,0.53,987.5058831387603,368.7403130862183,0,,,,,,,,,,,
15:11:00,0.64,986.339356958901,442.95248160007174,0,,,,,,,,,,,
15:12:00,0.65,985.1599029397111,447.5095069133768,0,,,,,,,,,,,
15:13:00,0.68,983.9673586265105,465.6811822177288,0,,,,,,,,,,,
15:14:00,0.69,982.7615586189028,470.00085255598077,0,,,,,,,,,,,
15:15:00,0.65,981.5423345070806,440.36357419110857,0,,,,,,,,,,,
15:16:00,0.91,980.3095148064756,613.1495007366393,0,,,,,,,,,,,
15:17:00,0.88,979.0629248907015,589.6752099590875,0,,,,,,,,,,,
15:18:00,0.4,977.8023869227405,266.5467738883778,0,,,,,,,,,,,
15:19:00,0.33,976.5277197843195,218.66960385766626,0,,,,,,,,,,,
15:20:00,0.33,975.2387390034231,217.4337820158009,0,,,,,,,,,,,
15:21:00,0.3,973.9352566798848,196.53968660078507,0,,,,,,,,,,,
15:22:00,0.29,972.6170814090019,188.89480087782636,0,,,,,,,,,,,
15:23:00,0.28,971.2840182031106,181.32173612755648,0,,,,,,,,,,,
15:24:00,0.36,969.9358684110616,231.761206442287,0,,,,,,,,,,,
15:25:00,0.37,968.5724296355315,236.78963383297895,0,,,,,,,,,,,
15:26:00,0.37,967.1934956481011,235.37560872895992,0,,,,,,,,,,,
15:27:00,0.38,965.7988563020386,240.2801420403286,0,,,,,,,,,,,
15:28:00,0.4,964.3882974427073,251.3878780122077,0,,,,,,,,,,,
15:29:00,0.43,962.9616008155332,268.58272720059375,0,,,,,,,,,,,
15:30:00,0.47,961.5185439714526,291.74787699478316,0,,,,,,,,,,,
15:31:00,0.49,960.0589001697588,302.2600829075623,0,,,,,,,,,,,
15:32:00,0.56,958.5824382782729,343.25902526551124,0,,,,,,,,,,,
15:33:00,0.67,957.0889226707487,408.067500439464,0,,,,,,,,,,,
15:34:00,0.66,955.5781131214293,399.390880567411,0,,,,,,,,,,,
15:35:00,0.61,954.0497646966601,366.73677984880817,0,,,,,,,,,,,
15:36:00,0.27,952.5036276434722,161.2619537399408,0,,,,,,,,,,,
15:37:00,0.27,950.9394472750338,160.19472273023413,0,,,,,,,,,,,
15:38:00,0.29,949.3569638528718,170.9114495311895,0,,,,,,,,,,,
15:39:00,0.28,947.7559124657616,163.90492245112856,0,,,,,,,,,,,
15:40:00,0.27,946.1360229051779,156.9749202639237,0,,,,,,,,,,,
15:41:00,0.27,944.4970195371928,155.89571932403229,0,,,,,,,,,,,
15:42:00,0.28,942.8386211707127,160.54744104481208,0,,,,,,,,,,,
15:43:00,0.26,941.1605409219289,148.03495357501376,0,,,,,,,,,,,
15:44:00,0.44,937.7441579378867,246.970515949285,0,,,,,,,,,,,
15:45:00,0.43,936.0052516960578,239.6161243824353,0,,,,,,,,,,,
15:46:00,0.47,934.2454562591804,259.99778617076356,0,,,,,,,,,,,
15:47:00,0.51,932.4644541054064,280.0495093316482,0,,,,,,,,,,,
15:48:00,0.5,930.6619211202542,272.5183214649579,0,,,,,,,,,,,
15:49:00,0.61,928.8375264308906,329.97753495358694,0,,,,,,,,,,,
15:50:00,0.63,926.9909322355142,338.2137478975352,0,,,,,,,,,,,
15:51:00,0.65,925.1217936276823,346.2797597306507,0,,,,,,,,,,,
15:52:00,0.62,923.2297584154138,327.7441067918023,0,,,,,,,,,,,
15:53:00,0.52,921.3144669348911,272.7356607201913,0,,,,,,,,,,,
15:54:00,0.52,919.3755518585838,270.5843964048284,0,,,,,,,,,,,
15:55:00,0.55,917.4126379976052,283.91468618029694,0,,,,,,,,,,,
15:56:00,0.51,915.4253420981127,261.14729813249454,0,,,,,,,,,,,
15:57:00,0.42,913.4132726315465,213.31369967936718,0,,,,,,,,,,,
15:58:00,0.43,911.3760295785072,216.59846669056535,0,,,,,,,,,,,
15:59:00,0.43,909.313204206048,214.8006842230827,0,,,,,,,,,,,
16:00:00,0.44,907.2243788381718,217.95278284956837,0,,,,,,,,,,,
16:01:00,0.36,905.1091266192938,176.81392203106026,0,,,,,,,,,,,
16:02:00,0.36,902.9670112704353,175.29993654480987,0,,,,,,,,,,,
16:03:00,0.37,900.7975868379069,178.61040855982984,0,,,,,,,,,,,
16:04:00,0.36,898.6003974342191,172.2634662091574,0,,,,,,,,,,,
16:05:00,0.32,896.3749769709644,151.7698562672193,0,,,,,,,,,,,
16:06:00,0.32,894.1208488833938,150.41424083471136,0,,,,,,,,,,,
16:07:00,0.94,891.8375258464085,437.8528335735683,0,,,,,,,,,,,
16:08:00,0.93,889.5245094816747,429.2416007837768,0,,,,,,,,,,,
16:09:00,0.93,887.1812900555619,425.2818616591472,0,,,,,,,,,,,
16:10:00,0.94,884.8073461675918,425.84603215096064,0,,,,,,,,,,,
16:11:00,0.88,882.4021444290785,394.9056123765797,0,,,,,,,,,,,
16:12:00,0.73,879.9651391316245,324.4693337360657,0,,,,,,,,,,,
16:13:00,0.84,877.4957719051373,369.76324912718957,0,,,,,,,,,,,
16:14:00,0.84,874.9934713650016,366.15932631332595,0,,,,,,,,,,,
16:15:00,0.85,872.4576527480552,366.8664230067463,0,,,,,,,,,,,
16:16:00,0.84,869.8877175369792,358.93645734362696,0,,,,,,,,,,,
16:17:00,0.85,867.2830530727263,359.5477767660451,0,,,,,,,,,,,
16:18:00,0.78,864.6430321545802,326.57349512798714,0,,,,,,,,,,,
16:19:00,0.78,861.9670126274373,323.204885213671,0,,,,,,,,,,,
16:20:00,0.78,859.254336955888,319.8322726535746,0,,,,,,,,,,,
16:21:00,0.77,856.5043317846621,312.3986764898854,0,,,,,,,,,,,
16:22:00,0.52,853.7163074849927,208.71708045177706,0,,,,,,,,,,,
16:23:00,0.47,850.8895576864376,186.60920821819064,0,,,,,,,,,,,
16:24:00,0.48,848.0233587936929,188.4952148744765,0,,,,,,,,,,,
16:25:00,0.49,845.1169694879122,190.29232601702992,0,,,,,,,,,,,
16:26:00,0.5,842.1696302120465,192.00051682441472,0,,,,,,,,,,,
16:27:00,0.6,839.1805626396946,227.78796732057197,0,,,,,,,,,,,
16:28:00,0.61,836.1489691269601,228.926063725707,0,,,,,,,,,,,
